clk:           0	 request_char: 0	 lfsr_to_ascii:   0	 ascii_to_fifo:  33	 fifo_out_to_uart:   0	 uart_done: 0	 s_out: 1
clk:     6703983	 request_char: 1	 lfsr_to_ascii: 197	 ascii_to_fifo:  68	 fifo_out_to_uart: 105	 uart_done: 0	 s_out: 0
clk:     6714401	 request_char: 1	 lfsr_to_ascii:  73	 ascii_to_fifo: 106	 fifo_out_to_uart: 105	 uart_done: 0	 s_out: 1
clk:     6735237	 request_char: 1	 lfsr_to_ascii: 234	 ascii_to_fifo: 105	 fifo_out_to_uart: 105	 uart_done: 0	 s_out: 0
clk:     6745655	 request_char: 1	 lfsr_to_ascii: 202	 ascii_to_fifo:  73	 fifo_out_to_uart: 105	 uart_done: 1	 s_out: 1
clk:     6766491	 request_char: 1	 lfsr_to_ascii: 192	 ascii_to_fifo:  63	 fifo_out_to_uart:  64	 uart_done: 0	 s_out: 0
clk:     6839417	 request_char: 1	 lfsr_to_ascii:  62	 ascii_to_fifo:  95	 fifo_out_to_uart:  64	 uart_done: 0	 s_out: 1
clk:     6849835	 request_char: 1	 lfsr_to_ascii: 255	 ascii_to_fifo: 126	 fifo_out_to_uart:  64	 uart_done: 0	 s_out: 0
clk:     6860253	 request_char: 1	 lfsr_to_ascii: 183	 ascii_to_fifo: 122	 fifo_out_to_uart:  64	 uart_done: 1	 s_out: 1
clk:     6881089	 request_char: 1	 lfsr_to_ascii:  81	 ascii_to_fifo: 114	 fifo_out_to_uart: 107	 uart_done: 0	 s_out: 0
clk:     6891507	 request_char: 1	 lfsr_to_ascii: 108	 ascii_to_fifo:  47	 fifo_out_to_uart: 107	 uart_done: 0	 s_out: 1
clk:     6912343	 request_char: 1	 lfsr_to_ascii: 142	 ascii_to_fifo:  81	 fifo_out_to_uart: 107	 uart_done: 0	 s_out: 0
clk:     6922761	 request_char: 1	 lfsr_to_ascii: 211	 ascii_to_fifo:  82	 fifo_out_to_uart: 107	 uart_done: 0	 s_out: 1
clk:     6933179	 request_char: 1	 lfsr_to_ascii: 188	 ascii_to_fifo:  59	 fifo_out_to_uart: 107	 uart_done: 0	 s_out: 0
clk:     6943597	 request_char: 1	 lfsr_to_ascii:  47	 ascii_to_fifo:  80	 fifo_out_to_uart: 107	 uart_done: 0	 s_out: 1
clk:     6964433	 request_char: 1	 lfsr_to_ascii: 168	 ascii_to_fifo: 107	 fifo_out_to_uart: 107	 uart_done: 0	 s_out: 0
clk:     6974851	 request_char: 1	 lfsr_to_ascii:  42	 ascii_to_fifo:  75	 fifo_out_to_uart: 107	 uart_done: 1	 s_out: 1
clk:     6995687	 request_char: 1	 lfsr_to_ascii: 206	 ascii_to_fifo:  77	 fifo_out_to_uart:  86	 uart_done: 0	 s_out: 0
clk:     7016523	 request_char: 1	 lfsr_to_ascii: 184	 ascii_to_fifo: 123	 fifo_out_to_uart:  86	 uart_done: 0	 s_out: 1
clk:     7037359	 request_char: 1	 lfsr_to_ascii: 251	 ascii_to_fifo: 122	 fifo_out_to_uart:  86	 uart_done: 0	 s_out: 0
clk:     7047777	 request_char: 1	 lfsr_to_ascii: 182	 ascii_to_fifo: 121	 fifo_out_to_uart:  86	 uart_done: 0	 s_out: 1
clk:     7058195	 request_char: 1	 lfsr_to_ascii: 221	 ascii_to_fifo:  92	 fifo_out_to_uart:  86	 uart_done: 0	 s_out: 0
clk:     7068613	 request_char: 1	 lfsr_to_ascii:  79	 ascii_to_fifo: 112	 fifo_out_to_uart:  86	 uart_done: 0	 s_out: 1
clk:     7079031	 request_char: 1	 lfsr_to_ascii: 155	 ascii_to_fifo:  94	 fifo_out_to_uart:  86	 uart_done: 0	 s_out: 0
clk:     7089449	 request_char: 1	 lfsr_to_ascii: 174	 ascii_to_fifo: 113	 fifo_out_to_uart:  86	 uart_done: 1	 s_out: 1
clk:     7110285	 request_char: 1	 lfsr_to_ascii: 190	 ascii_to_fifo:  61	 fifo_out_to_uart:  60	 uart_done: 0	 s_out: 0
clk:     7141539	 request_char: 1	 lfsr_to_ascii: 167	 ascii_to_fifo: 106	 fifo_out_to_uart:  60	 uart_done: 0	 s_out: 1
clk:     7183211	 request_char: 1	 lfsr_to_ascii:   5	 ascii_to_fifo:  38	 fifo_out_to_uart:  60	 uart_done: 0	 s_out: 0
clk:     7204047	 request_char: 1	 lfsr_to_ascii: 102	 ascii_to_fifo:  41	 fifo_out_to_uart:  60	 uart_done: 1	 s_out: 1
clk:     7224883	 request_char: 1	 lfsr_to_ascii:  66	 ascii_to_fifo:  99	 fifo_out_to_uart:  72	 uart_done: 0	 s_out: 0
clk:     7266555	 request_char: 1	 lfsr_to_ascii: 243	 ascii_to_fifo: 114	 fifo_out_to_uart:  72	 uart_done: 0	 s_out: 1
clk:     7276973	 request_char: 1	 lfsr_to_ascii: 180	 ascii_to_fifo: 119	 fifo_out_to_uart:  72	 uart_done: 0	 s_out: 0
clk:     7297809	 request_char: 1	 lfsr_to_ascii: 115	 ascii_to_fifo:  54	 fifo_out_to_uart:  72	 uart_done: 0	 s_out: 1
clk:     7308227	 request_char: 1	 lfsr_to_ascii: 148	 ascii_to_fifo:  87	 fifo_out_to_uart:  72	 uart_done: 0	 s_out: 0
clk:     7318645	 request_char: 1	 lfsr_to_ascii:  37	 ascii_to_fifo:  70	 fifo_out_to_uart:  72	 uart_done: 1	 s_out: 1
clk:     7339481	 request_char: 1	 lfsr_to_ascii: 100	 ascii_to_fifo:  39	 fifo_out_to_uart: 107	 uart_done: 0	 s_out: 0
clk:     7349899	 request_char: 1	 lfsr_to_ascii:  25	 ascii_to_fifo:  58	 fifo_out_to_uart: 107	 uart_done: 0	 s_out: 1
clk:     7370735	 request_char: 1	 lfsr_to_ascii: 239	 ascii_to_fifo: 110	 fifo_out_to_uart: 107	 uart_done: 0	 s_out: 0
clk:     7381153	 request_char: 1	 lfsr_to_ascii: 179	 ascii_to_fifo: 118	 fifo_out_to_uart: 107	 uart_done: 0	 s_out: 1
clk:     7391571	 request_char: 1	 lfsr_to_ascii: 164	 ascii_to_fifo: 103	 fifo_out_to_uart: 107	 uart_done: 0	 s_out: 0
clk:     7401989	 request_char: 1	 lfsr_to_ascii:  41	 ascii_to_fifo:  74	 fifo_out_to_uart: 107	 uart_done: 0	 s_out: 1
clk:     7422825	 request_char: 1	 lfsr_to_ascii: 236	 ascii_to_fifo: 107	 fifo_out_to_uart: 107	 uart_done: 0	 s_out: 0
clk:     7433243	 request_char: 1	 lfsr_to_ascii:  59	 ascii_to_fifo:  92	 fifo_out_to_uart: 107	 uart_done: 1	 s_out: 1
clk:     7454079	 request_char: 1	 lfsr_to_ascii: 209	 ascii_to_fifo:  80	 fifo_out_to_uart:  37	 uart_done: 0	 s_out: 0
clk:     7464497	 request_char: 1	 lfsr_to_ascii:  76	 ascii_to_fifo: 109	 fifo_out_to_uart:  37	 uart_done: 0	 s_out: 1
clk:     7474915	 request_char: 1	 lfsr_to_ascii:  19	 ascii_to_fifo:  52	 fifo_out_to_uart:  37	 uart_done: 0	 s_out: 0
clk:     7485333	 request_char: 1	 lfsr_to_ascii: 140	 ascii_to_fifo:  79	 fifo_out_to_uart:  37	 uart_done: 0	 s_out: 1
clk:     7495751	 request_char: 1	 lfsr_to_ascii:  35	 ascii_to_fifo:  68	 fifo_out_to_uart:  37	 uart_done: 0	 s_out: 0
clk:     7516587	 request_char: 1	 lfsr_to_ascii:  32	 ascii_to_fifo:  65	 fifo_out_to_uart:  37	 uart_done: 0	 s_out: 1
clk:     7527005	 request_char: 1	 lfsr_to_ascii:   8	 ascii_to_fifo:  41	 fifo_out_to_uart:  37	 uart_done: 0	 s_out: 0
clk:     7547841	 request_char: 1	 lfsr_to_ascii: 240	 ascii_to_fifo: 111	 fifo_out_to_uart:  37	 uart_done: 1	 s_out: 1
clk:     7568677	 request_char: 1	 lfsr_to_ascii:  15	 ascii_to_fifo:  48	 fifo_out_to_uart: 115	 uart_done: 0	 s_out: 0
clk:     7579095	 request_char: 1	 lfsr_to_ascii: 139	 ascii_to_fifo:  78	 fifo_out_to_uart: 115	 uart_done: 0	 s_out: 1
clk:     7599931	 request_char: 1	 lfsr_to_ascii: 218	 ascii_to_fifo:  89	 fifo_out_to_uart: 115	 uart_done: 0	 s_out: 0
clk:     7620767	 request_char: 1	 lfsr_to_ascii: 193	 ascii_to_fifo:  64	 fifo_out_to_uart: 115	 uart_done: 0	 s_out: 1
clk:     7652021	 request_char: 1	 lfsr_to_ascii: 244	 ascii_to_fifo: 115	 fifo_out_to_uart: 115	 uart_done: 0	 s_out: 0
clk:     7662439	 request_char: 1	 lfsr_to_ascii:  61	 ascii_to_fifo:  94	 fifo_out_to_uart: 115	 uart_done: 1	 s_out: 1
clk:     7683275	 request_char: 1	 lfsr_to_ascii: 149	 ascii_to_fifo:  88	 fifo_out_to_uart:  43	 uart_done: 0	 s_out: 0
clk:     7693693	 request_char: 1	 lfsr_to_ascii:  93	 ascii_to_fifo: 126	 fifo_out_to_uart:  43	 uart_done: 0	 s_out: 1
clk:     7714529	 request_char: 1	 lfsr_to_ascii: 147	 ascii_to_fifo:  86	 fifo_out_to_uart:  43	 uart_done: 0	 s_out: 0
clk:     7724947	 request_char: 1	 lfsr_to_ascii: 172	 ascii_to_fifo: 111	 fifo_out_to_uart:  43	 uart_done: 0	 s_out: 1
clk:     7735365	 request_char: 1	 lfsr_to_ascii:  43	 ascii_to_fifo:  76	 fifo_out_to_uart:  43	 uart_done: 0	 s_out: 0
clk:     7745783	 request_char: 1	 lfsr_to_ascii: 130	 ascii_to_fifo:  69	 fifo_out_to_uart:  43	 uart_done: 0	 s_out: 1
clk:     7756201	 request_char: 1	 lfsr_to_ascii: 208	 ascii_to_fifo:  79	 fifo_out_to_uart:  43	 uart_done: 0	 s_out: 0
clk:     7777037	 request_char: 1	 lfsr_to_ascii:  13	 ascii_to_fifo:  46	 fifo_out_to_uart:  43	 uart_done: 1	 s_out: 1
clk:     7797873	 request_char: 1	 lfsr_to_ascii: 150	 ascii_to_fifo:  89	 fifo_out_to_uart:  40	 uart_done: 0	 s_out: 0
clk:     7839545	 request_char: 1	 lfsr_to_ascii: 146	 ascii_to_fifo:  85	 fifo_out_to_uart:  40	 uart_done: 0	 s_out: 1
clk:     7849963	 request_char: 1	 lfsr_to_ascii: 212	 ascii_to_fifo:  83	 fifo_out_to_uart:  40	 uart_done: 0	 s_out: 0
clk:     7860381	 request_char: 1	 lfsr_to_ascii:  53	 ascii_to_fifo:  86	 fifo_out_to_uart:  40	 uart_done: 0	 s_out: 1
clk:     7870799	 request_char: 1	 lfsr_to_ascii: 117	 ascii_to_fifo:  56	 fifo_out_to_uart:  40	 uart_done: 0	 s_out: 0
clk:     7891635	 request_char: 1	 lfsr_to_ascii:  97	 ascii_to_fifo:  36	 fifo_out_to_uart:  40	 uart_done: 1	 s_out: 1
clk:     7912471	 request_char: 1	 lfsr_to_ascii:  24	 ascii_to_fifo:  57	 fifo_out_to_uart: 122	 uart_done: 0	 s_out: 0
clk:     7933307	 request_char: 1	 lfsr_to_ascii: 241	 ascii_to_fifo: 112	 fifo_out_to_uart: 122	 uart_done: 0	 s_out: 1
clk:     7943725	 request_char: 1	 lfsr_to_ascii:  68	 ascii_to_fifo: 101	 fifo_out_to_uart: 122	 uart_done: 0	 s_out: 0
clk:     7954143	 request_char: 1	 lfsr_to_ascii:  17	 ascii_to_fifo:  50	 fifo_out_to_uart: 122	 uart_done: 0	 s_out: 1
clk:     7995815	 request_char: 1	 lfsr_to_ascii: 171	 ascii_to_fifo: 110	 fifo_out_to_uart: 122	 uart_done: 0	 s_out: 0
clk:     8006233	 request_char: 1	 lfsr_to_ascii: 162	 ascii_to_fifo: 101	 fifo_out_to_uart: 122	 uart_done: 1	 s_out: 1
clk:     8027069	 request_char: 1	 lfsr_to_ascii:  54	 ascii_to_fifo:  87	 fifo_out_to_uart:  54	 uart_done: 0	 s_out: 0
clk:     8047905	 request_char: 1	 lfsr_to_ascii:  71	 ascii_to_fifo: 104	 fifo_out_to_uart:  54	 uart_done: 0	 s_out: 1
clk:     8068741	 request_char: 1	 lfsr_to_ascii:  94	 ascii_to_fifo:  33	 fifo_out_to_uart:  54	 uart_done: 0	 s_out: 0
clk:     8079159	 request_char: 1	 lfsr_to_ascii: 231	 ascii_to_fifo: 102	 fifo_out_to_uart:  54	 uart_done: 0	 s_out: 1
clk:     8099995	 request_char: 1	 lfsr_to_ascii:  84	 ascii_to_fifo: 117	 fifo_out_to_uart:  54	 uart_done: 0	 s_out: 0
clk:     8120831	 request_char: 1	 lfsr_to_ascii: 125	 ascii_to_fifo:  64	 fifo_out_to_uart:  54	 uart_done: 1	 s_out: 1
clk:     8141667	 request_char: 1	 lfsr_to_ascii: 145	 ascii_to_fifo:  84	 fifo_out_to_uart: 113	 uart_done: 0	 s_out: 0
clk:     8152085	 request_char: 1	 lfsr_to_ascii:  92	 ascii_to_fifo: 125	 fifo_out_to_uart: 113	 uart_done: 0	 s_out: 1
clk:     8162503	 request_char: 1	 lfsr_to_ascii:  23	 ascii_to_fifo:  56	 fifo_out_to_uart: 113	 uart_done: 0	 s_out: 0
clk:     8193757	 request_char: 1	 lfsr_to_ascii: 158	 ascii_to_fifo:  97	 fifo_out_to_uart: 113	 uart_done: 0	 s_out: 1
clk:     8225011	 request_char: 1	 lfsr_to_ascii:  87	 ascii_to_fifo: 120	 fifo_out_to_uart: 113	 uart_done: 0	 s_out: 0
clk:     8235429	 request_char: 1	 lfsr_to_ascii: 157	 ascii_to_fifo:  96	 fifo_out_to_uart: 113	 uart_done: 1	 s_out: 1
clk:     8256265	 request_char: 1	 lfsr_to_ascii: 159	 ascii_to_fifo:  98	 fifo_out_to_uart:  84	 uart_done: 0	 s_out: 0
clk:     8287519	 request_char: 1	 lfsr_to_ascii: 160	 ascii_to_fifo:  99	 fifo_out_to_uart:  84	 uart_done: 0	 s_out: 1
clk:     8297937	 request_char: 1	 lfsr_to_ascii:  40	 ascii_to_fifo:  73	 fifo_out_to_uart:  84	 uart_done: 0	 s_out: 0
clk:     8308355	 request_char: 1	 lfsr_to_ascii:  10	 ascii_to_fifo:  43	 fifo_out_to_uart:  84	 uart_done: 0	 s_out: 1
clk:     8318773	 request_char: 1	 lfsr_to_ascii: 242	 ascii_to_fifo: 113	 fifo_out_to_uart:  84	 uart_done: 0	 s_out: 0
clk:     8329191	 request_char: 1	 lfsr_to_ascii: 204	 ascii_to_fifo:  75	 fifo_out_to_uart:  84	 uart_done: 0	 s_out: 1
clk:     8339609	 request_char: 1	 lfsr_to_ascii:  51	 ascii_to_fifo:  84	 fifo_out_to_uart:  84	 uart_done: 0	 s_out: 0
clk:     8350027	 request_char: 1	 lfsr_to_ascii: 132	 ascii_to_fifo:  71	 fifo_out_to_uart:  84	 uart_done: 1	 s_out: 1
clk:     8370863	 request_char: 1	 lfsr_to_ascii: 112	 ascii_to_fifo:  51	 fifo_out_to_uart:  70	 uart_done: 0	 s_out: 0
clk:     8391699	 request_char: 1	 lfsr_to_ascii:   7	 ascii_to_fifo:  40	 fifo_out_to_uart:  70	 uart_done: 0	 s_out: 1
clk:     8412535	 request_char: 1	 lfsr_to_ascii:  90	 ascii_to_fifo: 123	 fifo_out_to_uart:  70	 uart_done: 0	 s_out: 0
clk:     8443789	 request_char: 1	 lfsr_to_ascii:  74	 ascii_to_fifo: 107	 fifo_out_to_uart:  70	 uart_done: 0	 s_out: 1
clk:     8454207	 request_char: 1	 lfsr_to_ascii: 226	 ascii_to_fifo:  97	 fifo_out_to_uart:  70	 uart_done: 0	 s_out: 0
clk:     8464625	 request_char: 1	 lfsr_to_ascii: 200	 ascii_to_fifo:  71	 fifo_out_to_uart:  70	 uart_done: 1	 s_out: 1
clk:     8485461	 request_char: 1	 lfsr_to_ascii: 252	 ascii_to_fifo: 123	 fifo_out_to_uart: 108	 uart_done: 0	 s_out: 0
clk:     8516715	 request_char: 1	 lfsr_to_ascii: 169	 ascii_to_fifo: 108	 fifo_out_to_uart: 108	 uart_done: 0	 s_out: 1
clk:     8537551	 request_char: 1	 lfsr_to_ascii: 228	 ascii_to_fifo:  99	 fifo_out_to_uart: 108	 uart_done: 0	 s_out: 0
clk:     8547969	 request_char: 1	 lfsr_to_ascii:  57	 ascii_to_fifo:  90	 fifo_out_to_uart: 108	 uart_done: 0	 s_out: 1
clk:     8568805	 request_char: 1	 lfsr_to_ascii: 237	 ascii_to_fifo: 108	 fifo_out_to_uart: 108	 uart_done: 0	 s_out: 0
clk:     8579223	 request_char: 1	 lfsr_to_ascii:  67	 ascii_to_fifo: 100	 fifo_out_to_uart: 108	 uart_done: 1	 s_out: 1
clk:     8600059	 request_char: 1	 lfsr_to_ascii:  38	 ascii_to_fifo:  71	 fifo_out_to_uart: 111	 uart_done: 0	 s_out: 0
clk:     8610477	 request_char: 1	 lfsr_to_ascii: 249	 ascii_to_fifo: 120	 fifo_out_to_uart: 111	 uart_done: 0	 s_out: 1
clk:     8652149	 request_char: 1	 lfsr_to_ascii:  16	 ascii_to_fifo:  49	 fifo_out_to_uart: 111	 uart_done: 0	 s_out: 0
clk:     8662567	 request_char: 1	 lfsr_to_ascii:   4	 ascii_to_fifo:  37	 fifo_out_to_uart: 111	 uart_done: 0	 s_out: 1
clk:     8683403	 request_char: 1	 lfsr_to_ascii: 120	 ascii_to_fifo:  59	 fifo_out_to_uart: 111	 uart_done: 0	 s_out: 0
clk:     8693821	 request_char: 1	 lfsr_to_ascii:  30	 ascii_to_fifo:  63	 fifo_out_to_uart: 111	 uart_done: 1	 s_out: 1
clk:     8714657	 request_char: 1	 lfsr_to_ascii: 181	 ascii_to_fifo: 120	 fifo_out_to_uart: 109	 uart_done: 0	 s_out: 0
clk:     8725075	 request_char: 1	 lfsr_to_ascii:  85	 ascii_to_fifo: 118	 fifo_out_to_uart: 109	 uart_done: 0	 s_out: 1
clk:     8735493	 request_char: 1	 lfsr_to_ascii: 109	 ascii_to_fifo:  48	 fifo_out_to_uart: 109	 uart_done: 0	 s_out: 0
clk:     8745911	 request_char: 1	 lfsr_to_ascii:  99	 ascii_to_fifo:  38	 fifo_out_to_uart: 109	 uart_done: 0	 s_out: 1
clk:     8766747	 request_char: 1	 lfsr_to_ascii:  36	 ascii_to_fifo:  69	 fifo_out_to_uart: 109	 uart_done: 0	 s_out: 0
clk:     8777165	 request_char: 1	 lfsr_to_ascii:   9	 ascii_to_fifo:  42	 fifo_out_to_uart: 109	 uart_done: 0	 s_out: 1
clk:     8798001	 request_char: 1	 lfsr_to_ascii: 238	 ascii_to_fifo: 109	 fifo_out_to_uart: 109	 uart_done: 0	 s_out: 0
clk:     8808419	 request_char: 1	 lfsr_to_ascii: 203	 ascii_to_fifo:  74	 fifo_out_to_uart: 109	 uart_done: 1	 s_out: 1
clk:     8829255	 request_char: 1	 lfsr_to_ascii: 222	 ascii_to_fifo:  93	 fifo_out_to_uart:  46	 uart_done: 0	 s_out: 0
clk:     8850091	 request_char: 1	 lfsr_to_ascii: 185	 ascii_to_fifo: 124	 fifo_out_to_uart:  46	 uart_done: 0	 s_out: 1
clk:     8881345	 request_char: 1	 lfsr_to_ascii:  65	 ascii_to_fifo:  98	 fifo_out_to_uart:  46	 uart_done: 0	 s_out: 0
clk:     8891763	 request_char: 1	 lfsr_to_ascii: 104	 ascii_to_fifo:  43	 fifo_out_to_uart:  46	 uart_done: 0	 s_out: 1
clk:     8902181	 request_char: 1	 lfsr_to_ascii:  26	 ascii_to_fifo:  59	 fifo_out_to_uart:  46	 uart_done: 0	 s_out: 0
clk:     8923017	 request_char: 1	 lfsr_to_ascii: 205	 ascii_to_fifo:  76	 fifo_out_to_uart:  46	 uart_done: 1	 s_out: 1
clk:     8943853	 request_char: 1	 lfsr_to_ascii: 154	 ascii_to_fifo:  93	 fifo_out_to_uart:  63	 uart_done: 0	 s_out: 0
clk:     8954271	 request_char: 1	 lfsr_to_ascii: 214	 ascii_to_fifo:  85	 fifo_out_to_uart:  63	 uart_done: 0	 s_out: 1
clk:     9016779	 request_char: 1	 lfsr_to_ascii: 194	 ascii_to_fifo:  65	 fifo_out_to_uart:  63	 uart_done: 0	 s_out: 0
clk:     9037615	 request_char: 1	 lfsr_to_ascii:  48	 ascii_to_fifo:  81	 fifo_out_to_uart:  63	 uart_done: 1	 s_out: 1
clk:     9058451	 request_char: 1	 lfsr_to_ascii:   3	 ascii_to_fifo:  36	 fifo_out_to_uart: 101	 uart_done: 0	 s_out: 0
clk:     9068869	 request_char: 1	 lfsr_to_ascii: 136	 ascii_to_fifo:  75	 fifo_out_to_uart: 101	 uart_done: 0	 s_out: 1
clk:     9079287	 request_char: 1	 lfsr_to_ascii:  34	 ascii_to_fifo:  67	 fifo_out_to_uart: 101	 uart_done: 0	 s_out: 0
clk:     9089705	 request_char: 1	 lfsr_to_ascii: 248	 ascii_to_fifo: 119	 fifo_out_to_uart: 101	 uart_done: 0	 s_out: 1
clk:     9100123	 request_char: 1	 lfsr_to_ascii:  62	 ascii_to_fifo:  95	 fifo_out_to_uart: 101	 uart_done: 0	 s_out: 0
clk:     9120959	 request_char: 1	 lfsr_to_ascii: 183	 ascii_to_fifo: 122	 fifo_out_to_uart: 101	 uart_done: 0	 s_out: 1
clk:     9141795	 request_char: 1	 lfsr_to_ascii:  81	 ascii_to_fifo: 114	 fifo_out_to_uart: 101	 uart_done: 0	 s_out: 0
clk:     9152213	 request_char: 1	 lfsr_to_ascii: 108	 ascii_to_fifo:  47	 fifo_out_to_uart: 101	 uart_done: 1	 s_out: 1
clk:     9173049	 request_char: 1	 lfsr_to_ascii: 142	 ascii_to_fifo:  81	 fifo_out_to_uart:  77	 uart_done: 0	 s_out: 0
clk:     9183467	 request_char: 1	 lfsr_to_ascii: 211	 ascii_to_fifo:  82	 fifo_out_to_uart:  77	 uart_done: 0	 s_out: 1
clk:     9193885	 request_char: 1	 lfsr_to_ascii: 188	 ascii_to_fifo:  59	 fifo_out_to_uart:  77	 uart_done: 0	 s_out: 0
clk:     9204303	 request_char: 1	 lfsr_to_ascii:  47	 ascii_to_fifo:  80	 fifo_out_to_uart:  77	 uart_done: 0	 s_out: 1
clk:     9225139	 request_char: 1	 lfsr_to_ascii: 168	 ascii_to_fifo: 107	 fifo_out_to_uart:  77	 uart_done: 0	 s_out: 0
clk:     9245975	 request_char: 1	 lfsr_to_ascii: 250	 ascii_to_fifo: 121	 fifo_out_to_uart:  77	 uart_done: 0	 s_out: 1
clk:     9256393	 request_char: 1	 lfsr_to_ascii: 206	 ascii_to_fifo:  77	 fifo_out_to_uart:  77	 uart_done: 0	 s_out: 0
clk:     9266811	 request_char: 1	 lfsr_to_ascii: 195	 ascii_to_fifo:  66	 fifo_out_to_uart:  77	 uart_done: 1	 s_out: 1
clk:     9287647	 request_char: 1	 lfsr_to_ascii:  46	 ascii_to_fifo:  79	 fifo_out_to_uart:  96	 uart_done: 0	 s_out: 0
clk:     9350155	 request_char: 1	 lfsr_to_ascii: 174	 ascii_to_fifo: 113	 fifo_out_to_uart:  96	 uart_done: 0	 s_out: 1
clk:     9370991	 request_char: 1	 lfsr_to_ascii: 190	 ascii_to_fifo:  61	 fifo_out_to_uart:  96	 uart_done: 0	 s_out: 0
clk:     9381409	 request_char: 1	 lfsr_to_ascii: 223	 ascii_to_fifo:  94	 fifo_out_to_uart:  96	 uart_done: 1	 s_out: 1
clk:     9402245	 request_char: 1	 lfsr_to_ascii: 167	 ascii_to_fifo: 106	 fifo_out_to_uart:  99	 uart_done: 0	 s_out: 0
clk:     9412663	 request_char: 1	 lfsr_to_ascii: 161	 ascii_to_fifo: 100	 fifo_out_to_uart:  99	 uart_done: 0	 s_out: 1
clk:     9433499	 request_char: 1	 lfsr_to_ascii:  20	 ascii_to_fifo:  53	 fifo_out_to_uart:  99	 uart_done: 0	 s_out: 0
clk:     9464753	 request_char: 1	 lfsr_to_ascii: 102	 ascii_to_fifo:  41	 fifo_out_to_uart:  99	 uart_done: 0	 s_out: 1
clk:     9485589	 request_char: 1	 lfsr_to_ascii:  66	 ascii_to_fifo:  99	 fifo_out_to_uart:  99	 uart_done: 0	 s_out: 0
clk:     9496007	 request_char: 1	 lfsr_to_ascii: 224	 ascii_to_fifo:  95	 fifo_out_to_uart:  99	 uart_done: 1	 s_out: 1
clk:     9516843	 request_char: 1	 lfsr_to_ascii:  14	 ascii_to_fifo:  47	 fifo_out_to_uart:  71	 uart_done: 0	 s_out: 0
clk:     9527261	 request_char: 1	 lfsr_to_ascii: 243	 ascii_to_fifo: 114	 fifo_out_to_uart:  71	 uart_done: 0	 s_out: 1
clk:     9558515	 request_char: 1	 lfsr_to_ascii: 115	 ascii_to_fifo:  54	 fifo_out_to_uart:  71	 uart_done: 0	 s_out: 0
clk:     9589769	 request_char: 1	 lfsr_to_ascii: 113	 ascii_to_fifo:  52	 fifo_out_to_uart:  71	 uart_done: 0	 s_out: 1
clk:     9600187	 request_char: 1	 lfsr_to_ascii: 100	 ascii_to_fifo:  39	 fifo_out_to_uart:  71	 uart_done: 0	 s_out: 0
clk:     9610605	 request_char: 1	 lfsr_to_ascii:  25	 ascii_to_fifo:  58	 fifo_out_to_uart:  71	 uart_done: 1	 s_out: 1
clk:     9631441	 request_char: 1	 lfsr_to_ascii: 239	 ascii_to_fifo: 110	 fifo_out_to_uart:  80	 uart_done: 0	 s_out: 0
clk:     9683531	 request_char: 1	 lfsr_to_ascii: 236	 ascii_to_fifo: 107	 fifo_out_to_uart:  80	 uart_done: 0	 s_out: 1
clk:     9693949	 request_char: 1	 lfsr_to_ascii:  59	 ascii_to_fifo:  92	 fifo_out_to_uart:  80	 uart_done: 0	 s_out: 0
clk:     9704367	 request_char: 1	 lfsr_to_ascii: 134	 ascii_to_fifo:  73	 fifo_out_to_uart:  80	 uart_done: 0	 s_out: 1
clk:     9714785	 request_char: 1	 lfsr_to_ascii: 209	 ascii_to_fifo:  80	 fifo_out_to_uart:  80	 uart_done: 0	 s_out: 0
clk:     9725203	 request_char: 1	 lfsr_to_ascii:  76	 ascii_to_fifo: 109	 fifo_out_to_uart:  80	 uart_done: 1	 s_out: 1
clk:     9746039	 request_char: 1	 lfsr_to_ascii: 140	 ascii_to_fifo:  79	 fifo_out_to_uart:  63	 uart_done: 0	 s_out: 0
clk:     9756457	 request_char: 1	 lfsr_to_ascii:  35	 ascii_to_fifo:  68	 fifo_out_to_uart:  63	 uart_done: 0	 s_out: 1
clk:     9818965	 request_char: 1	 lfsr_to_ascii:  60	 ascii_to_fifo:  93	 fifo_out_to_uart:  63	 uart_done: 0	 s_out: 0
clk:     9839801	 request_char: 1	 lfsr_to_ascii: 139	 ascii_to_fifo:  78	 fifo_out_to_uart:  63	 uart_done: 1	 s_out: 1
clk:     9860637	 request_char: 1	 lfsr_to_ascii: 218	 ascii_to_fifo:  89	 fifo_out_to_uart:  88	 uart_done: 0	 s_out: 0
clk:     9902309	 request_char: 1	 lfsr_to_ascii:  18	 ascii_to_fifo:  51	 fifo_out_to_uart:  88	 uart_done: 0	 s_out: 1
clk:     9923145	 request_char: 1	 lfsr_to_ascii:  61	 ascii_to_fifo:  94	 fifo_out_to_uart:  88	 uart_done: 0	 s_out: 0
clk:     9933563	 request_char: 1	 lfsr_to_ascii: 119	 ascii_to_fifo:  58	 fifo_out_to_uart:  88	 uart_done: 0	 s_out: 1
clk:     9943981	 request_char: 1	 lfsr_to_ascii: 149	 ascii_to_fifo:  88	 fifo_out_to_uart:  88	 uart_done: 0	 s_out: 0
clk:     9954399	 request_char: 1	 lfsr_to_ascii:  93	 ascii_to_fifo: 126	 fifo_out_to_uart:  88	 uart_done: 1	 s_out: 1
